order_id,created_at,customer_id,restaurant_id,ab_group,status,total_amount_usd,customer_city,customer_segment,restaurant_name,restaurant_category,restaurant_city,delivery_id,dasher_id,dasher_assigned_at,pickup_at,delivered_at,delivery_duration_minutes,stage_1_order_placed_at,stage_2_restaurant_confirmed_at,stage_3_dasher_assigned_at,stage_4_dasher_arrived_restaurant_at,stage_5_order_picked_up_at,stage_6_dasher_near_customer_at,stage_7_delivered_at,has_duplicate_flag,has_timestamp_issue_flag,has_missing_dasher_flag,has_outlier_flag
ORD_003477,2025-01-26T16:35:10,CUST_01763,REST_0150,B,delivered,74.09,São Paulo,new,Tokyo Garden 2,Japanese,Curitiba,DEL_003476,DASH_0092,2025-01-26T16:39:33,2025-01-26T16:45:52,2025-01-26T16:55:20,21.0,2025-01-26T16:35:10,2025-01-26T16:37:02,2025-01-26T16:39:33,2025-01-26T16:43:02,2025-01-26T16:45:52,2025-01-26T16:52:59,2025-01-26T16:55:20,False,False,False,False
ORD_003478,2025-01-26T16:58:35,CUST_00723,REST_0127,B,delivered,61.11,Brasília,returning,Urban Kitchen 17,Dessert,Brasília,DEL_003477,DASH_0264,2025-01-26T17:04:06,2025-01-26T17:13:04,2025-01-26T17:26:39,29.0,2025-01-26T16:58:35,2025-01-26T17:01:04,2025-01-26T17:04:06,2025-01-26T17:09:42,2025-01-26T17:13:04,2025-01-26T17:23:03,2025-01-26T17:26:39,False,False,False,False
ORD_003479,2025-01-26T17:05:41,CUST_00388,REST_0131,B,delivered,62.88,Porto Alegre,returning,Casa Portuguesa 9,Pizza,São Paulo,DEL_003478,DASH_0423,2025-01-26T17:12:53,2025-01-26T17:23:26,2025-01-26T17:40:02,35.1,2025-01-26T17:05:41,2025-01-26T17:08:36,2025-01-26T17:12:53,2025-01-26T17:19:20,2025-01-26T17:23:26,2025-01-26T17:35:13,2025-01-26T17:40:02,False,False,False,False
ORD_003480,2025-01-26T17:13:08,CUST_01427,REST_0123,B,delivered,37.61,Porto Alegre,new,Doce Vida 5,Healthy,Rio de Janeiro,DEL_003479,DASH_0002,2025-01-26T17:19:26,2025-01-26T17:28:44,2025-01-26T17:42:42,30.8,2025-01-26T17:13:08,2025-01-26T17:15:27,2025-01-26T17:19:26,2025-01-26T17:24:38,2025-01-26T17:28:44,2025-01-26T17:39:03,2025-01-26T17:42:42,False,False,False,False
ORD_003481,2025-01-26T17:20:02,CUST_00137,REST_0115,A,delivered,45.91,Curitiba,returning,Mar e Terra 9,Pizza,Brasília,DEL_003480,DASH_0290,2025-01-26T17:28:56,2025-01-26T17:41:32,2025-01-26T18:02:09,43.0,2025-01-26T17:20:02,2025-01-26T17:23:27,2025-01-26T17:28:56,2025-01-26T17:36:25,2025-01-26T17:41:32,2025-01-26T17:56:30,2025-01-26T18:02:09,False,False,False,False
ORD_003482,2025-01-26T17:21:48,CUST_01159,REST_0109,B,delivered,9.52,Belo Horizonte,returning,Sabor & Arte 5,Seafood,Porto Alegre,DEL_003481,DASH_0078,2025-01-26T17:29:57,2025-01-26T17:42:22,2025-01-26T18:02:07,41.7,2025-01-26T17:21:48,2025-01-26T17:25:26,2025-01-26T17:29:57,2025-01-26T17:37:46,2025-01-26T17:42:22,2025-01-26T17:57:33,2025-01-26T18:02:07,False,False,False,False
ORD_003483,2025-01-26T17:32:03,CUST_00664,REST_0096,B,delivered,69.06,Rio de Janeiro,new,Spice Route 31,Dessert,São Paulo,DEL_003482,,,2025-01-26T17:46:41,2025-01-26T18:00:24,29.3,2025-01-26T17:32:03,2025-01-26T17:34:07,,2025-01-26T17:43:09,2025-01-26T17:46:41,2025-01-26T17:56:44,2025-01-26T18:00:24,False,False,True,False
ORD_003484,2025-01-26T17:32:51,CUST_00849,REST_0097,B,delivered,21.27,Porto Alegre,returning,Doce Vida 18,Pizza,Belo Horizonte,DEL_003483,DASH_0179,2025-01-26T17:37:49,2025-01-26T17:45:03,2025-01-26T17:56:49,24.5,2025-01-26T17:32:51,2025-01-26T17:35:03,2025-01-26T17:37:49,2025-01-26T17:42:14,2025-01-26T17:45:03,2025-01-26T17:53:48,2025-01-26T17:56:49,False,False,False,False
ORD_003485,2025-01-26T18:15:34,CUST_01652,REST_0059,B,delivered,64.75,São Paulo,returning,Gourmet Express 7,Pizza,Rio de Janeiro,DEL_003484,DASH_0255,2025-01-26T18:19:46,2025-01-26T18:26:32,2025-01-26T18:36:43,22.0,2025-01-26T18:15:34,2025-01-26T18:17:15,2025-01-26T18:19:46,2025-01-26T18:23:53,2025-01-26T18:26:32,2025-01-26T18:34:07,2025-01-26T18:36:43,False,False,False,False
ORD_003486,2025-01-26T18:20:52,CUST_01987,REST_0134,B,delivered,14.46,Porto Alegre,new,Verde & Co 17,Burger,São Paulo,DEL_003485,DASH_0258,2025-01-26T18:26:38,2025-01-26T18:35:00,2025-01-26T18:47:50,27.9,2025-01-26T18:20:52,2025-01-26T18:23:03,2025-01-26T18:26:38,2025-01-26T18:31:31,2025-01-26T18:35:00,2025-01-26T18:44:49,2025-01-26T18:47:50,False,False,False,False
ORD_003487,2025-01-26T19:05:50,CUST_00805,REST_0096,B,delivered,8.01,Porto Alegre,returning,Spice Route 31,Dessert,São Paulo,DEL_003486,DASH_0013,2025-01-26T19:13:09,2025-01-26T19:23:39,2025-01-26T19:39:34,35.0,2025-01-26T19:05:50,2025-01-26T19:08:22,2025-01-26T19:13:09,2025-01-26T19:19:14,2025-01-26T19:23:39,2025-01-26T19:35:37,2025-01-26T19:39:34,False,False,False,False
ORD_003488,2025-01-26T19:06:18,CUST_00581,REST_0093,B,delivered,37.41,São Paulo,vip,Cantina do Chef 22,Brazilian,Rio de Janeiro,DEL_003487,DASH_0384,2025-01-26T19:13:10,2025-01-26T19:23:53,2025-01-26T19:40:21,34.8,2025-01-26T19:06:18,2025-01-26T19:09:09,2025-01-26T19:13:10,2025-01-26T19:19:36,2025-01-26T19:23:53,2025-01-26T19:35:36,2025-01-26T19:40:21,False,False,False,False
ORD_003489,2025-01-26T19:12:04,CUST_01669,REST_0112,A,delivered,22.87,Curitiba,returning,Spice Route 10,Japanese,São Paulo,DEL_003488,DASH_0420,2025-01-26T19:17:37,2025-01-26T19:26:36,2025-01-26T19:39:57,29.0,2025-01-26T19:12:04,2025-01-26T19:14:11,2025-01-26T19:17:37,2025-01-26T19:23:19,2025-01-26T19:26:36,2025-01-26T19:36:41,2025-01-26T19:39:57,False,False,False,False
ORD_003490,2025-01-26T19:17:46,CUST_00827,REST_0012,A,delivered,8.7,Porto Alegre,returning,Urban Kitchen 46,Chinese,São Paulo,DEL_003489,DASH_0136,2025-01-26T19:25:46,2025-01-26T19:37:11,2025-01-26T19:56:23,39.6,2025-01-26T19:17:46,2025-01-26T19:21:00,2025-01-26T19:25:46,2025-01-26T19:32:58,2025-01-26T19:37:11,2025-01-26T19:51:10,2025-01-26T19:56:23,False,False,False,False
ORD_003491,2025-01-26T19:23:04,CUST_00400,REST_0138,B,delivered,83.29,Rio de Janeiro,returning,Verde & Co 24,Seafood,São Paulo,DEL_003490,DASH_0226,2025-01-26T19:29:02,2025-01-26T19:37:35,2025-01-26T19:51:05,29.1,2025-01-26T19:23:04,2025-01-26T19:25:15,2025-01-26T19:29:02,2025-01-26T19:34:02,2025-01-26T19:37:35,2025-01-26T19:48:00,2025-01-26T19:51:05,False,False,False,False
ORD_003492,2025-01-26T19:24:06,CUST_01806,REST_0088,A,cancelled,78.09,São Paulo,new,Spice Route 23,Dessert,São Paulo,DEL_003491,DASH_0142,,,,,2025-01-26T19:24:06,2025-01-26T19:24:51,,,,,,False,False,False,False
ORD_003493,2025-01-26T19:30:45,CUST_01984,REST_0142,B,delivered,21.75,Porto Alegre,returning,Spice Route 25,Brazilian,Brasília,DEL_003492,,,2025-01-26T19:41:52,2025-01-26T19:52:29,22.5,2025-01-26T19:30:45,2025-01-26T19:32:40,,2025-01-26T19:39:21,2025-01-26T19:41:52,2025-01-26T19:49:39,2025-01-26T19:52:29,False,False,True,False
ORD_003494,2025-01-26T19:33:22,CUST_00579,REST_0016,B,delivered,33.61,Brasília,vip,Verde & Co 12,Chinese,Brasília,DEL_003493,DASH_0467,2025-01-26T19:40:07,2025-01-26T19:50:42,2025-01-26T20:07:15,35.2,2025-01-26T19:33:22,2025-01-26T19:36:02,2025-01-26T19:40:07,2025-01-26T19:46:48,2025-01-26T19:50:42,2025-01-26T20:02:56,2025-01-26T20:07:15,False,False,False,False
ORD_003495,2025-01-26T19:37:50,CUST_00316,REST_0036,A,delivered,23.8,Curitiba,returning,Casa Portuguesa 10,Dessert,Rio de Janeiro,DEL_003494,DASH_0339,2025-01-26T19:44:14,2025-01-26T19:53:21,2025-01-26T20:08:30,31.5,2025-01-26T19:37:50,2025-01-26T19:40:39,2025-01-26T19:44:14,2025-01-26T19:49:30,2025-01-26T19:53:21,2025-01-26T20:04:27,2025-01-26T20:08:30,False,False,False,False
ORD_003496,2025-01-26T20:05:35,CUST_00306,REST_0143,B,delivered,41.77,São Paulo,vip,Verde & Co 46,Burger,Rio de Janeiro,DEL_003495,DASH_0033,2025-01-26T20:11:05,2025-01-26T20:19:37,2025-01-26T20:32:55,28.1,2025-01-26T20:05:35,2025-01-26T20:07:55,2025-01-26T20:11:05,2025-01-26T20:16:05,2025-01-26T20:19:37,2025-01-26T20:29:44,2025-01-26T20:32:55,False,False,False,False
ORD_003497,2025-01-26T20:16:18,CUST_01198,REST_0104,B,delivered,67.47,Brasília,returning,Casa Portuguesa 48,Seafood,Rio de Janeiro,DEL_003496,DASH_0260,2025-01-26T20:24:32,2025-01-26T20:37:05,2025-01-26T20:56:01,41.1,2025-01-26T20:16:18,2025-01-26T20:19:20,2025-01-26T20:24:32,2025-01-26T20:31:33,2025-01-26T20:37:05,2025-01-26T20:50:50,2025-01-26T20:56:01,False,False,False,False
ORD_003498,2025-01-26T20:29:08,CUST_00620,REST_0098,B,delivered,33.68,São Paulo,new,Nikkei House 5,Burger,Curitiba,DEL_003497,DASH_0251,2025-01-26T20:34:06,2025-01-26T20:41:11,2025-01-26T20:52:51,24.6,2025-01-26T20:29:08,2025-01-26T20:30:55,2025-01-26T20:34:06,2025-01-26T20:38:20,2025-01-26T20:41:11,2025-01-26T20:49:54,2025-01-26T20:52:51,False,False,False,False
ORD_003499,2025-01-26T20:35:09,CUST_01247,REST_0061,A,delivered,31.85,Brasília,returning,Verde & Co 33,Dessert,Brasília,DEL_003498,DASH_0226,2025-01-26T20:43:07,2025-01-26T20:55:32,2025-01-26T21:14:17,131.0,2025-01-26T20:35:09,2025-01-26T20:38:38,2025-01-26T20:43:07,2025-01-26T20:50:38,2025-01-26T20:55:32,2025-01-26T21:09:08,2025-01-26T21:14:17,False,False,False,True
ORD_003500,2025-01-26T20:43:10,CUST_01519,REST_0084,B,delivered,55.29,Belo Horizonte,returning,Tokyo Garden 9,Japanese,Rio de Janeiro,DEL_003499,DASH_0407,2025-01-26T20:50:59,2025-01-26T21:01:59,2025-01-26T21:19:42,37.6,2025-01-26T20:43:10,2025-01-26T20:46:14,2025-01-26T20:50:59,2025-01-26T20:57:48,2025-01-26T21:01:59,2025-01-26T21:15:18,2025-01-26T21:19:42,False,False,False,False
ORD_003501,2025-01-26T21:01:21,CUST_00012,REST_0082,A,delivered,17.53,Brasília,returning,Verde & Co 20,Seafood,São Paulo,DEL_003500,DASH_0179,2025-01-26T21:06:37,2025-01-26T21:14:02,2025-01-26T21:26:24,25.8,2025-01-26T21:01:21,2025-01-26T21:03:13,2025-01-26T21:06:37,2025-01-26T21:11:09,2025-01-26T21:14:02,2025-01-26T21:23:27,2025-01-26T21:26:24,False,False,False,False
ORD_003502,2025-01-26T21:20:00,CUST_01720,REST_0030,B,delivered,20.71,Curitiba,returning,Casa Portuguesa 34,Italian,São Paulo,DEL_003501,DASH_0386,2025-01-26T21:26:19,2025-01-26T21:36:04,2025-01-26T21:51:08,32.3,2025-01-26T21:20:00,2025-01-26T21:22:33,2025-01-26T21:26:19,2025-01-26T21:32:17,2025-01-26T21:36:04,2025-01-26T21:47:45,2025-01-26T21:51:08,False,False,False,False
ORD_003503,2025-01-26T21:21:34,CUST_00059,REST_0085,A,cancelled,18.55,Porto Alegre,returning,Burger Lab 2,Pizza,Curitiba,DEL_003502,DASH_0481,,,,,2025-01-26T21:21:34,2025-01-26T21:22:53,,,,,,False,False,False,False
ORD_003504,2025-01-26T21:23:36,CUST_00229,REST_0078,B,delivered,23.07,Curitiba,vip,Verde & Co 33,Healthy,São Paulo,DEL_003503,DASH_0341,2025-01-26T21:30:43,2025-01-26T21:40:24,2025-01-26T21:56:49,34.2,2025-01-26T21:23:36,2025-01-26T21:26:17,2025-01-26T21:30:43,2025-01-26T21:36:41,2025-01-26T21:40:24,2025-01-26T21:52:25,2025-01-26T21:56:49,False,False,False,False
ORD_003505,2025-01-26T21:34:46,CUST_01450,REST_0047,B,delivered,64.36,São Paulo,returning,Forno di Pietra 19,Seafood,São Paulo,DEL_003504,DASH_0229,2025-01-26T21:45:45,2025-01-26T22:03:42,2025-01-26T22:30:46,57.7,2025-01-26T21:34:46,2025-01-26T21:39:09,2025-01-26T21:45:45,2025-01-26T21:57:01,2025-01-26T22:03:42,2025-01-26T22:23:35,2025-01-26T22:30:46,False,False,False,False
ORD_003506,2025-01-26T22:09:58,CUST_01244,REST_0052,B,delivered,36.27,Belo Horizonte,returning,Forno di Pietra 1,Pizza,Curitiba,DEL_003505,DASH_0032,2025-01-26T22:19:39,2025-01-26T22:34:47,2025-01-26T22:58:24,49.8,2025-01-26T22:09:58,2025-01-26T22:14:24,2025-01-26T22:19:39,2025-01-26T22:29:06,2025-01-26T22:34:47,2025-01-26T22:52:10,2025-01-26T22:58:24,False,False,False,False
ORD_003507,2025-01-26T22:09:59,CUST_01957,REST_0116,A,delivered,12.39,Curitiba,new,Verde & Co 42,Chinese,Rio de Janeiro,DEL_003506,DASH_0276,2025-01-26T22:17:37,2025-01-26T22:28:25,2025-01-26T22:46:10,37.1,2025-01-26T22:09:59,2025-01-26T22:13:19,2025-01-26T22:17:37,2025-01-26T22:23:58,2025-01-26T22:28:25,2025-01-26T22:41:48,2025-01-26T22:46:10,False,False,False,False
ORD_003508,2025-01-26T22:12:37,CUST_01135,REST_0102,B,delivered,24.03,Curitiba,returning,Cantina do Chef 35,Healthy,Belo Horizonte,DEL_003507,,,2025-01-26T22:35:39,2025-01-26T22:56:52,45.4,2025-01-26T22:12:37,2025-01-26T22:16:13,,2025-01-26T22:30:07,2025-01-26T22:35:39,2025-01-26T22:50:59,2025-01-26T22:56:52,False,False,True,False
ORD_003509,2025-01-26T22:26:24,CUST_00835,REST_0071,B,delivered,22.13,Brasília,new,Nikkei House 11,Brazilian,Belo Horizonte,DEL_003508,DASH_0224,2025-01-26T22:32:39,2025-01-26T22:41:36,2025-01-26T22:55:59,30.6,2025-01-26T22:26:24,2025-01-26T22:28:37,2025-01-26T22:32:39,2025-01-26T22:37:57,2025-01-26T22:41:36,2025-01-26T22:52:40,2025-01-26T22:55:59,False,False,False,False
ORD_003510,2025-01-26T22:39:03,CUST_01338,REST_0091,A,delivered,25.06,Rio de Janeiro,returning,Nikkei House 8,Healthy,Porto Alegre,DEL_003509,DASH_0008,2025-01-26T22:48:10,2025-01-26T23:02:28,2025-01-26T23:24:19,46.3,2025-01-26T22:39:03,2025-01-26T22:42:21,2025-01-26T22:48:10,2025-01-26T22:56:31,2025-01-26T23:02:28,2025-01-26T23:18:11,2025-01-26T23:24:19,False,False,False,False
ORD_003511,2025-01-26T22:49:31,CUST_01525,REST_0037,B,delivered,67.59,Curitiba,vip,Verde & Co 7,Seafood,Belo Horizonte,DEL_003510,DASH_0347,2025-01-26T22:56:37,2025-01-26T23:06:48,2025-01-26T23:22:32,34.4,2025-01-26T22:49:31,2025-01-26T22:52:06,2025-01-26T22:56:37,2025-01-26T23:02:54,2025-01-26T23:06:48,2025-01-26T23:18:31,2025-01-26T23:22:32,False,False,False,False
ORD_003512,2025-01-26T22:52:25,CUST_01343,REST_0075,B,delivered,58.72,São Paulo,returning,Forno di Pietra 3,Dessert,Rio de Janeiro,DEL_003511,DASH_0114,2025-01-26T23:04:41,2025-01-26T23:25:02,2025-01-26T23:54:59,64.4,2025-01-26T22:52:25,2025-01-26T22:57:42,2025-01-26T23:04:41,2025-01-26T23:17:09,2025-01-26T23:25:02,2025-01-26T23:47:07,2025-01-26T23:54:59,False,False,False,False
ORD_003513,2025-01-26T23:00:44,CUST_00742,REST_0085,B,delivered,38.03,Porto Alegre,new,Burger Lab 2,Pizza,Curitiba,DEL_003512,DASH_0136,2025-01-26T23:08:50,2025-01-26T23:21:31,2025-01-26T23:40:52,41.3,2025-01-26T23:00:44,2025-01-26T23:03:38,2025-01-26T23:08:50,2025-01-26T23:16:48,2025-01-26T23:21:31,2025-01-26T23:35:41,2025-01-26T23:40:52,False,False,False,False
ORD_003514,2025-01-26T23:04:55,CUST_01919,REST_0038,B,delivered,54.44,Belo Horizonte,new,Spice Route 24,Brazilian,Curitiba,DEL_003513,DASH_0463,2025-01-26T23:13:23,2025-01-26T23:25:56,2025-01-26T23:45:42,41.8,2025-01-26T23:04:55,2025-01-26T23:07:52,2025-01-26T23:13:23,2025-01-26T23:20:57,2025-01-26T23:25:56,2025-01-26T23:40:17,2025-01-26T23:45:42,False,False,False,False
ORD_003515,2025-01-26T23:15:40,CUST_00604,REST_0026,B,delivered,42.22,São Paulo,vip,Casa Portuguesa 10,Japanese,Porto Alegre,DEL_003514,DASH_0028,2025-01-26T23:24:56,2025-01-26T23:39:47,2025-01-27T00:02:11,48.4,2025-01-26T23:15:40,2025-01-26T23:19:53,2025-01-26T23:24:56,2025-01-26T23:34:21,2025-01-26T23:39:47,2025-01-26T23:56:25,2025-01-27T00:02:11,False,False,False,False
ORD_003516,2025-01-26T23:27:26,CUST_00694,REST_0079,B,delivered,67.02,Brasília,returning,Sabor & Arte 28,Brazilian,Brasília,DEL_003515,DASH_0285,2025-01-26T23:34:01,2025-01-26T23:43:04,2025-01-26T23:58:21,31.8,2025-01-26T23:27:26,2025-01-26T23:30:11,2025-01-26T23:34:01,2025-01-26T23:39:40,2025-01-26T23:43:04,2025-01-26T23:54:45,2025-01-26T23:58:21,False,False,False,False
ORD_003517,2025-01-27T00:14:20,CUST_00556,REST_0142,B,delivered,80.01,Curitiba,returning,Spice Route 25,Brazilian,Brasília,DEL_003516,DASH_0479,2025-01-27T00:19:27,2025-01-27T00:27:04,2025-01-27T00:38:41,25.3,2025-01-27T00:14:20,2025-01-27T00:16:26,2025-01-27T00:19:27,2025-01-27T00:23:57,2025-01-27T00:27:04,2025-01-27T00:36:03,2025-01-27T00:38:41,False,False,False,False
ORD_003518,2025-01-27T00:16:04,CUST_00600,REST_0070,A,delivered,56.65,Curitiba,returning,Burger Lab 22,Healthy,Curitiba,DEL_003517,DASH_0147,2025-01-27T00:22:22,2025-01-27T00:31:51,2025-01-27T00:46:09,31.0,2025-01-27T00:16:04,2025-01-27T00:18:47,2025-01-27T00:22:22,2025-01-27T00:27:33,2025-01-27T00:31:51,2025-01-27T00:42:08,2025-01-27T00:46:09,False,False,False,False
ORD_003519,2025-01-27T00:20:43,CUST_00426,REST_0136,B,delivered,74.08,Rio de Janeiro,returning,Tokyo Garden 2,Burger,Brasília,DEL_003518,DASH_0464,2025-01-27T00:27:50,2025-01-27T00:39:04,2025-01-27T00:55:55,36.3,2025-01-27T00:20:43,2025-01-27T00:23:40,2025-01-27T00:27:50,2025-01-27T00:34:46,2025-01-27T00:39:04,2025-01-27T00:51:34,2025-01-27T00:55:55,False,False,False,False
ORD_003520,2025-01-27T00:22:23,CUST_01163,REST_0128,B,delivered,50.66,Brasília,returning,Doce Vida 8,Dessert,Curitiba,DEL_003519,DASH_0271,2025-01-27T00:30:46,2025-01-27T00:42:04,2025-01-27T01:01:39,40.1,2025-01-27T00:22:23,2025-01-27T00:25:47,2025-01-27T00:30:46,2025-01-27T00:37:20,2025-01-27T00:42:04,2025-01-27T00:56:42,2025-01-27T01:01:39,False,False,False,False
ORD_003521,2025-01-27T00:43:30,CUST_01458,REST_0112,B,delivered,49.09,Belo Horizonte,new,Spice Route 10,Japanese,São Paulo,DEL_003520,DASH_0098,2025-01-27T00:51:30,2025-01-27T01:03:26,2025-01-27T01:21:14,39.3,2025-01-27T00:43:30,2025-01-27T00:46:49,2025-01-27T00:51:30,2025-01-27T00:58:44,2025-01-27T01:03:26,2025-01-27T01:16:34,2025-01-27T01:21:14,False,False,False,False
ORD_003522,2025-01-27T00:46:21,CUST_00859,REST_0135,B,delivered,21.97,Porto Alegre,returning,Doce Vida 29,Mexican,Belo Horizonte,DEL_003521,DASH_0456,2025-01-27T00:53:03,2025-01-27T01:03:23,2025-01-27T01:19:17,34.2,2025-01-27T00:46:21,2025-01-27T00:49:02,2025-01-27T00:53:03,2025-01-27T00:59:38,2025-01-27T01:03:23,2025-01-27T01:15:38,2025-01-27T01:19:17,False,False,False,False
ORD_003523,2025-01-27T00:50:14,CUST_01846,REST_0062,A,delivered,58.06,Curitiba,returning,Doce Vida 24,Dessert,Porto Alegre,DEL_003522,DASH_0090,2025-01-27T00:57:04,2025-01-27T01:07:36,2025-01-27T01:23:29,34.1,2025-01-27T00:50:14,2025-01-27T00:52:43,2025-01-27T00:57:04,2025-01-27T01:02:51,2025-01-27T01:07:36,2025-01-27T01:18:54,2025-01-27T01:23:29,False,False,False,False
ORD_003524,2025-01-27T01:02:43,CUST_00948,REST_0114,A,delivered,13.19,São Paulo,vip,Forno di Pietra 29,Burger,Rio de Janeiro,DEL_003523,DASH_0499,2025-01-27T01:10:57,2025-01-27T01:22:44,2025-01-27T01:40:55,39.7,2025-01-27T01:02:43,2025-01-27T01:06:06,2025-01-27T01:10:57,2025-01-27T01:17:49,2025-01-27T01:22:44,2025-01-27T01:36:49,2025-01-27T01:40:55,False,False,False,False
ORD_003525,2025-01-27T01:18:41,CUST_00935,REST_0022,B,delivered,71.27,Belo Horizonte,returning,Spice Route 18,Burger,Porto Alegre,DEL_003524,DASH_0458,2025-01-27T01:25:53,2025-01-27T01:37:14,2025-01-27T01:54:47,37.5,2025-01-27T01:18:41,2025-01-27T01:21:35,2025-01-27T01:25:53,2025-01-27T01:33:10,2025-01-27T01:37:14,2025-01-27T01:50:33,2025-01-27T01:54:47,False,False,False,False
ORD_003526,2025-01-27T01:23:28,CUST_00139,REST_0048,A,delivered,60.9,Belo Horizonte,new,Street Eats 15,Seafood,Belo Horizonte,DEL_003525,DASH_0192,2025-01-27T01:30:37,2025-01-27T01:41:38,2025-01-27T01:58:30,36.1,2025-01-27T01:23:28,2025-01-27T01:26:10,2025-01-27T01:30:37,2025-01-27T01:37:27,2025-01-27T01:41:38,2025-01-27T01:53:49,2025-01-27T01:58:30,False,False,False,False
ORD_003527,2025-01-27T01:33:01,CUST_01808,REST_0085,A,delivered,40.92,Belo Horizonte,returning,Burger Lab 2,Pizza,Curitiba,DEL_003526,DASH_0274,2025-01-27T01:40:31,2025-01-27T01:51:25,2025-01-27T02:08:43,37.0,2025-01-27T01:33:01,2025-01-27T01:36:15,2025-01-27T01:40:31,2025-01-27T01:46:57,2025-01-27T01:51:25,2025-01-27T02:04:43,2025-01-27T02:08:43,False,False,False,False
ORD_003528,2025-01-27T01:35:49,CUST_00297,REST_0006,A,delivered,55.62,Brasília,new,Cantina do Chef 48,Burger,Curitiba,DEL_003527,DASH_0377,2025-01-27T01:41:19,2025-01-27T01:49:22,2025-01-27T02:01:43,26.9,2025-01-27T01:35:49,2025-01-27T01:37:47,2025-01-27T01:41:19,2025-01-27T01:45:57,2025-01-27T01:49:22,2025-01-27T01:58:49,2025-01-27T02:01:43,False,False,False,False
ORD_003529,2025-01-27T01:44:57,CUST_00329,REST_0115,B,delivered,55.99,São Paulo,returning,Mar e Terra 9,Pizza,Brasília,DEL_003528,DASH_0175,2025-01-27T01:53:36,2025-01-27T02:05:56,2025-01-27T02:25:10,41.3,2025-01-27T01:44:57,2025-01-27T01:48:27,2025-01-27T01:53:36,2025-01-27T02:00:48,2025-01-27T02:05:56,2025-01-27T02:19:59,2025-01-27T02:25:10,False,False,False,False
ORD_003530,2025-01-27T01:51:20,CUST_01871,REST_0139,A,delivered,53.77,São Paulo,returning,Cantina do Chef 39,Pizza,Brasília,DEL_003529,DASH_0168,2025-01-27T02:02:23,2025-01-27T02:18:20,2025-01-27T02:43:12,53.3,2025-01-27T01:51:20,2025-01-27T01:55:54,2025-01-27T02:02:23,2025-01-27T02:11:43,2025-01-27T02:18:20,2025-01-27T02:36:29,2025-01-27T02:43:12,False,False,False,False
ORD_003531,2025-01-27T01:52:22,CUST_01040,REST_0016,A,cancelled,68.99,Porto Alegre,returning,Verde & Co 12,Chinese,Brasília,DEL_003530,DASH_0036,,,,,2025-01-27T01:52:22,2025-01-27T01:55:12,,,,,,False,False,False,False
ORD_003532,2025-01-27T02:13:07,CUST_00137,REST_0149,A,cancelled,83.77,Curitiba,returning,Forno di Pietra 22,Italian,Curitiba,DEL_003531,DASH_0211,,,,,2025-01-27T02:13:07,2025-01-27T02:15:06,,,,,,False,False,False,False
ORD_003533,2025-01-27T02:26:34,CUST_00884,REST_0014,A,delivered,74.67,São Paulo,returning,Verde & Co 41,Japanese,Belo Horizonte,DEL_003532,DASH_0431,2025-01-27T02:36:18,2025-01-27T02:50:35,2025-01-27T03:13:35,48.1,2025-01-27T02:26:34,2025-01-27T02:30:11,2025-01-27T02:36:18,2025-01-27T02:45:05,2025-01-27T02:50:35,2025-01-27T03:07:32,2025-01-27T03:13:35,False,False,False,False
ORD_003534,2025-01-27T02:30:00,CUST_01181,REST_0020,A,delivered,19.57,Curitiba,returning,Tokyo Garden 31,Healthy,Brasília,DEL_003533,DASH_0250,2025-01-27T02:37:04,2025-01-27T02:47:36,2025-01-27T03:04:25,35.7,2025-01-27T02:30:00,2025-01-27T02:32:53,2025-01-27T02:37:04,2025-01-27T02:43:55,2025-01-27T02:47:36,2025-01-27T03:00:14,2025-01-27T03:04:25,False,False,False,False
ORD_003535,2025-01-27T02:33:47,CUST_00021,REST_0115,B,delivered,75.55,Curitiba,vip,Mar e Terra 9,Pizza,Brasília,DEL_003534,DASH_0377,2025-01-27T02:44:38,2025-01-27T03:01:37,2025-01-27T03:27:48,55.6,2025-01-27T02:33:47,2025-01-27T02:38:21,2025-01-27T02:44:38,2025-01-27T02:54:43,2025-01-27T03:01:37,2025-01-27T03:21:11,2025-01-27T03:27:48,False,False,False,False
ORD_003536,2025-01-27T02:56:06,CUST_01510,REST_0103,B,delivered,18.9,Porto Alegre,returning,Verde & Co 14,Brazilian,Porto Alegre,DEL_003535,DASH_0336,2025-01-27T03:04:13,2025-01-27T03:15:36,2025-01-27T03:33:27,38.9,2025-01-27T02:56:06,2025-01-27T02:59:07,2025-01-27T03:04:13,2025-01-27T03:11:07,2025-01-27T03:15:36,2025-01-27T03:29:07,2025-01-27T03:33:27,False,False,False,False
ORD_003537,2025-01-27T02:59:33,CUST_01338,REST_0141,A,delivered,84.31,Rio de Janeiro,returning,Tokyo Garden 24,Seafood,Porto Alegre,DEL_003536,DASH_0104,2025-01-27T03:07:16,2025-01-27T03:18:37,2025-01-27T03:37:22,38.9,2025-01-27T02:59:33,2025-01-27T03:02:31,2025-01-27T03:07:16,2025-01-27T03:14:23,2025-01-27T03:18:37,2025-01-27T03:32:20,2025-01-27T03:37:22,False,False,False,False
